Training Record ID,Routeway,Days On Programme,Age at Induction,Actual Learner Type,Maths GCSE Grade,English GCSE Grade,Company Size,Industry,Appr Opp Concern,Apprentice Salary,Ethnicity,Gender,LLDD Health Prob
34809,SWD,374,29,New Apprentice,B,B,Oct-49,Computers & Electronics,,"18,000",46,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34805,SWD,374,19,New Apprentice,5,6,Oct-49,Computers & Electronics,,"18,000",34,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34802,DA,368,36,New Apprentice,C,C,50-249,Health,,"18,000",43,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34798,SWD,367,26,New Apprentice,A,B,50-249,Computers & Electronics,,"18,000",44,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34621,DM,374,23,New Apprentice,B,C,Oct-49,Business & Industrial,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34600,IT,369,22,New Apprentice,C,C,50-249,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34599,IT,369,25,New Apprentice,C,C,50-249,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34590,IT,405,22,WFD,C,B,50-249,Finance,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34588,IT,433,31,New Apprentice,C,C,50-249,Computers & Electronics,,"18,000",41,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34520,IT,373,20,New Apprentice,4,5,500-999,People & Society,,"18,000",39,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34471,DM,381,22,New Apprentice,7,7,250-499,Finance,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34460,SWD,390,46,New Apprentice,L2,L2,Oct-49,Computers & Electronics,,"18,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34374,IT,367,25,New Apprentice,B,C,50-249,Science,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34321,IT,406,16,Straight Sign Up,6,5,50-249,Computers & Electronics,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34312,IT,368,25,New Apprentice,C,C,Oct-49,Internet & Telecom,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34298,DM,395,18,Straight Sign Up,5,5,Oct-49,Beauty & Fitness,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34296,DM,368,19,New Apprentice,7,7,50-249,Business & Industrial,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34295,DM,395,18,New Apprentice,8,8,50-249,Shopping,,"18,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34275,SWD,369,22,New Apprentice,C,C,Oct-49,Autos & Vehicles,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34225,DA,371,18,New Apprentice,6,6,250-499,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34221,DA,366,18,New Apprentice,6,5,50-249,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34095,SWD,371,24,Straight Sign Up,C,A,500-999,Internet & Telecom,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34093,SWD,367,32,New Apprentice,B,B,500-999,Internet & Telecom,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34091,IT,370,27,New Apprentice,C,C,250-499,Law & Government,DC 28/06/22 - Hardware exposure limited as they use Citrix - Simon & John P sorted a solution EPA accelerate People,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34058,DM,366,22,New Apprentice,B,A,Oct-49,Business & Industrial,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34056,DM,369,20,New Apprentice,6,5,50-249,Business & Industrial,DC 14/06/22 - GA signed off hybrid role,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34037,DM,398,19,New Apprentice,5,7,Oct-49,Health,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34012,IT,388,21,New Apprentice,5,5,"1,000+",Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34010,SWD,371,40,New Apprentice,A,B,Oct-49,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34002,IT,367,16,Straight Sign Up,9,9,50-249,Internet & Telecom,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33984,DM,366,20,Straight Sign Up,8,6,Oct-49,Jobs & Education,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33891,DM,378,23,New Apprentice,C,B,Oct-49,Business & Industrial,,"18,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33890,DM,381,19,New Apprentice,3,5,500-999,Business & Industrial,,"18,000",35,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33820,DM,368,25,New Apprentice,B,C,Oct-49,Business & Industrial,,"18,000",32,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33759,IT,368,19,New Apprentice,5,6,50-249,Internet & Telecom,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33738,IT,372,27,Straight Sign Up,A*,A*,"1,000+",Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33668,IT,373,28,New Apprentice,C,C,50-249,Arts & Entertainment,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33623,IT,483,30,New Apprentice,C,C,"1,000+",Computers & Electronics,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33607,SWD,370,23,New Apprentice,A*,A,Oct-49,Business & Industrial,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33557,IT,366,32,New Apprentice,N/A,C,250-499,Computers & Electronics,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33522,DM,403,23,Straight Sign Up,C,A,Oct-49,Business & Industrial,LM - 01/04 - initial concern over candidate moving to Manchester to work with Conker Communications - spoke to PH around the opportunity.,"18,000",35,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33521,DM,392,20,WFD,5,4,50-249,Law & Government,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33365,IT,379,19,New Apprentice,5,6,50-249,Internet & Telecom,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33350,IT,373,24,New Apprentice,A,A,50-249,Jobs & Education,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33346,SWD,378,20,New Apprentice,8,6,Oct-49,Computers & Electronics,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33344,SWD,369,19,New Apprentice,7,4,Oct-49,Internet & Telecom,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33240,SWD,367,31,New Apprentice,A,B,Oct-49,Computers & Electronics,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33206,DA,372,28,New Apprentice,B,A,Oct-49,Finance,,"18,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33182,DM,388,24,New Apprentice,B,D,Oct-49,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33115,SWD,373,18,New Apprentice,8,6,Oct-49,Computers & Electronics,,"18,000",36,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33111,SWD,367,24,New Apprentice,B,D,Oct-49,Business & Industrial,,"18,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33096,DM,380,24,New Apprentice,B,A*,01-Sep,Business & Industrial,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33095,DM,429,27,New Apprentice,C,C,50-249,Science,,"18,000",44,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33094,DM,380,27,New Apprentice,B,B,Oct-49,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33077,SWD,366,20,New Apprentice,8,5,Oct-49,Business & Industrial,,"18,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33073,SWD,370,21,New Apprentice,8,5,Oct-49,Jobs & Education,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33063,DM,386,26,New Apprentice,C,B,Oct-49,Law & Government,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33061,DM,366,24,New Apprentice,B,C,01-Sep,Internet & Telecom,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33038,DA,395,39,New Apprentice,b,b,"1,000+",Computers & Electronics,,"18,000",38,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32993,SWD,367,42,New Apprentice,A,A,,Unknown,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32992,SWD,366,27,New Apprentice,b,b,50-249,Internet & Telecom,,"18,000",34,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32980,DM,374,21,WFD,B,A,Oct-49,Business & Industrial,,"18,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32972,SWD,367,39,New Apprentice,b,b,Oct-49,Computers & Electronics,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32970,DA,473,18,New Apprentice,6,6,500-999,Health,,"18,000",39,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32888,DM,463,18,New Apprentice,4,5,500-999,Business & Industrial,,"18,000",36,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32864,SWD,366,34,New Apprentice,C,C,Oct-49,Business & Industrial,,"18,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32803,DM,380,21,New Apprentice,A,B,Oct-49,Business & Industrial,,"18,000",39,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32798,DM,388,25,Straight Sign Up,D,C,50-249,Jobs & Education,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32671,DM,475,22,WFD,N/A,N/A,Oct-49,Business & Industrial,,"18,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35491,IT,383,22,WFD,.,.,250-499,Business & Industrial,,"17,901",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33729,IT,366,24,New Apprentice,C,C,50-249,Business & Industrial,,"17,901",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33626,IT,367,27,New Apprentice,B,B,Oct-49,Jobs & Education,"DC 25/02/22 - Concerns over the initial JD, questioned by Patrick confirmed it is a fully IT role, support is in place with 2 IT technicians supporting.","17,784",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34804,DA,368,24,New Apprentice,A*,B,50-249,Jobs & Education,,"17,770",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34905,DM,369,20,New Apprentice,7,8,"1,000+",People & Society,,"17,578",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34288,IT,393,19,New Apprentice,7,6,50-249,Jobs & Education,,"17,550",44,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33062,DM,407,24,WFD,C,B,500-999,Home & Garden,,"17,550",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32978,DA,542,22,New Apprentice,3,4,01-Sep,Business & Industrial,,"17,550",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
36098,DA,368,23,New Apprentice,A*,B,50-249,Business & Industrial,,"17,500",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35559,IT,374,19,New Apprentice,6,5,Oct-49,Internet & Telecom,,"17,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35163,DM,402,22,New Apprentice,4,5,50-249,Business & Industrial,SJ 27/01 - LM signed off on hybrid aspect.,"17,500",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35049,IT,373,26,New Apprentice,C,L2,Oct-49,Autos & Vehicles,,"17,500",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34081,DM,372,19,New Apprentice,4,6,50-249,Pets & Animals,,"17,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34059,DM,379,26,New Apprentice,C,B,250-499,Sports,,"17,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33675,IT,374,21,New Apprentice,7,6,50-249,Computers & Electronics,,"17,500",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33357,DM,406,23,New Apprentice,C,B,50-249,Business & Industrial,,"17,500",40,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32701,SWD,372,21,Straight Sign Up,B,C,,Business & Industrial,,"17,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34799,IT,396,18,New Apprentice,4,6,Oct-49,Jobs & Education,,"17,456",44,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34255,IT,370,18,New Apprentice,4,7,Oct-49,Jobs & Education,,"17,456",41,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33142,DM,380,30,New Apprentice,C,D,01-Sep,Real Estate,,"17,375",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33594,IT,386,22,Straight Sign Up,A*,A,50-249,Autos & Vehicles,,"17,374",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32816,DA,471,43,New Apprentice,C,D,"1,000+",Law & Government,,"17,320",44,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34692,DM,372,26,New Apprentice,C,A,Oct-49,Business & Industrial,,"17,290",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33268,IT,367,25,WFD,A,C,500-999,Finance,,"17,280",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34667,IT,448,23,Straight Sign Up,C,D,500-999,Jobs & Education,,"17,260",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33526,DM,367,23,New Apprentice,B,A,Oct-49,Business & Industrial,,"17,226",38,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32818,DA,516,25,Straight Sign Up,C,B,"1,000+",Law & Government,,"17,189",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35551,DM,370,35,New Apprentice,C,C,Oct-49,Business & Industrial,SJ 19/04/2023 - Hybrid role 2 days in the office and 3 at home. Can be full-time office based if candidates would like. Lots of support available both internally and for when working remotely.,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35381,DM,383,26,New Apprentice,C,A,50-249,Finance,,"17,000",43,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35288,DM,372,22,New Apprentice,6,6,50-249,Jobs & Education,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35229,IT,368,23,New Apprentice,C,D,"1,000+",Internet & Telecom,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35201,DM,372,25,New Apprentice,B,C,Oct-49,Business & Industrial,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35184,DM,373,26,New Apprentice,B,B,Oct-49,Business & Industrial,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34926,DA,376,21,New Apprentice,7,5,Oct-49,Business & Industrial,DC 14/12/22 - DC Signed off Hybrid 2 days in the office and 3 days at home,"17,000",44,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34826,DM,371,19,New Apprentice,6,7,Oct-49,Business & Industrial,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34820,DM,379,20,New Apprentice,5,6,50-249,Jobs & Education,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34815,SWD,374,38,Straight Sign Up,C,C,01-Sep,Internet & Telecom,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34795,SWD,367,20,New Apprentice,9,9,Oct-49,Law & Government,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34790,DM,385,21,New Apprentice,5,5,"1,000+",Internet & Telecom,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34541,DM,380,22,New Apprentice,C,C,01-Sep,Business & Industrial,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34539,IT,380,19,New Apprentice,6,6,01-Sep,People & Society,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34534,DM,371,19,New Apprentice,5,6,Oct-49,Internet & Telecom,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34501,IT,385,19,Straight Sign Up,4,4,500-999,Computers & Electronics,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34498,IT,366,23,New Apprentice,C,B/C,"1,000+",Internet & Telecom,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34493,IT,377,20,New Apprentice,5,5,"1,000+",Business & Industrial,,"17,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34492,IT,366,19,New Apprentice,4,4,"1,000+",Business & Industrial,,"17,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34490,IT,369,18,New Apprentice,7,5,"1,000+",Business & Industrial,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34489,IT,366,18,New Apprentice,4,4,"1,000+",Business & Industrial,,"17,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34479,IT,367,19,New Apprentice,5,5,01-Sep,Computers & Electronics,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34444,SWD,391,17,New Apprentice,4,4,Oct-49,Business & Industrial,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34223,DA,385,20,New Apprentice,5,5,Oct-49,Law & Government,,"17,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34142,DM,366,20,New Apprentice,5,8,01-Sep,Internet & Telecom,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34106,IT,372,18,New Apprentice,5,5,Oct-49,Business & Industrial,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34094,SWD,368,18,New Apprentice,6,5,50-249,Finance,,"17,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34092,IT,425,19,New Apprentice,4,5,Oct-49,Jobs & Education,,"17,000",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34078,IT,379,18,Straight Sign Up,5,4,01-Sep,Computers & Electronics,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34015,IT,367,23,WFD,C,D,50-249,Business & Industrial,DC - Duty 10/11 brief but meet standard. BB signed of hybrid,"17,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33980,DA,366,21,New Apprentice,6,8,50-249,Finance,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33744,DM,368,29,New Apprentice,A*,B,Oct-49,Shopping,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33740,DA,366,20,New Apprentice,9,8,Oct-49,Health,,"17,000",38,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33695,DM,376,26,New Apprentice,B,A*,Oct-49,Shopping,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33692,DM,379,20,New Apprentice,4,6,50-249,Arts & Entertainment,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33579,DM,379,22,New Apprentice,D,B,Oct-49,Law & Government,DC 25/03/22 - Commercial Director is mentor - AF confirmed he has time to support CIM qualified with over 15 years of marketing experience,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33542,SWD,370,26,New Apprentice,D,C,Oct-49,Computers & Electronics,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33492,IT,375,19,WFD,4,5,Oct-49,Computers & Electronics,,"17,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33481,DM,388,29,New Apprentice,C,A,Oct-49,Internet & Telecom,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33391,DM,380,50,WFD,N/A,N/A,Oct-49,Business & Industrial,"SJ - questioned Nick on his salary as low for someone of his age, he is happy with this and is really looking forward to progress. Has no mortgage.","17,000",37,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33210,IT,379,23,New Apprentice,B,B,50-249,Jobs & Education,,"17,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33074,SWD,383,20,New Apprentice,7,4,Oct-49,Business & Industrial,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32968,DA,476,24,New Apprentice,B,B,"1,000+",Computers & Electronics,,"17,000",39,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32944,DM,464,22,New Apprentice,A,A,01-Sep,Business & Industrial,,"17,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32889,DM,371,24,New Apprentice,C,B,Oct-49,Computers & Electronics,,"17,000",37,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
32859,IT,475,20,Straight Sign Up,4,4,01-Sep,Internet & Telecom,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32834,SWD,366,23,Straight Sign Up,B,C,"1,000+",Food & Drink,,"17,000",44,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32817,DA,437,24,New Apprentice,A*,B,"1,000+",Computers & Electronics,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32809,DA,556,26,New Apprentice,C,C,250-499,Reference,,"17,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33841,DM,387,20,New Apprentice,6,8,01-Sep,Business & Industrial,,"16,575",99,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32973,SWD,374,26,New Apprentice,B,A*,50-249,Autos & Vehicles,,"16,575",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34784,DM,392,23,New Apprentice,C,C,50-249,Health,,"16,536",35,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35609,IT,371,21,New Apprentice,4,6,50-249,Jobs & Education,,"16,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35251,DM,381,25,New Apprentice,C,A*,Oct-49,Beauty & Fitness,"dc 15/03/23 - Employer should offer the &pound;16,000 min for London however budgets were tight so may only be &pound;15,000","16,500",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34902,DM,372,22,New Apprentice,7,6,50-249,Computers & Electronics,,"16,500",41,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34756,DM,397,22,New Apprentice,6,4,Oct-49,Computers & Electronics,"Shaun is mentor for 3 apps over 2 programmes but happy with the support in place (IT now being covered by engineers) and marketing knowledge as supported previous app

Concerns about outsourced marketing but these only support with web development","16,500",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34532,IT,380,22,Straight Sign Up,6,5,Oct-49,Computers & Electronics,,"16,500",39,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34050,SWD,383,22,New Apprentice,B,B,"1,000+",Business & Industrial,,"16,500",38,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34048,IT,374,20,New Apprentice,4,4,Oct-49,Internet & Telecom,,"16,500",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33051,IT,378,25,New Apprentice,B,C,Oct-49,Law & Government,,"16,500",43,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33441,SWD,369,21,WFD,5,4,Oct-49,Business & Industrial,LM - 17/03 - Concern over cand asking if we can shorten the course as he wants to move close to his Fiance (Skegness area) - all cleared up through his manager and also had conversation around wage.,"16,302",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34602,IT,379,19,New Apprentice,7,4,Oct-49,Computers & Electronics,"LN-03.11.22
Original concerns around JD which was IT admin/business admin. ILP reads as DST but employer confirmed with SB all IT","16,286",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33814,IT,367,22,New Apprentice,C,D,50-249,Finance,OB - 27/05 - Duty 10 a weak example of configuration. KJ gone back to employer several times to ammend. Role still fits the standard.,"16,217",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33822,IT,371,46,New Apprentice,C,C,50-249,Jobs & Education,"LN-27.05.22
LN concerns with wage and driver. Job ad sent through also states IT Solutions but ILP ok for IT. GA signed off.","16,128",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
36898,IT,392,18,New Apprentice,4,FS,250-499,Health,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35686,DM,369,23,New Apprentice,4,4,01-Sep,Business & Industrial,,"16,000",35,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35683,DM,369,24,New Apprentice,B,A,50-249,Business & Industrial,,"16,000",31,U,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35679,DM,369,18,New Apprentice,6,7,Oct-49,Real Estate,"OB - written content done by outsourced marketing, confirmed with Tegan enough support in house to create plans. Also questioned CGI aspect, app will be using Photoshop to edit these once created b other teams.","16,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35670,DM,370,20,New Apprentice,7,7,Oct-49,Internet & Telecom,,"16,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
